전공/계열	학년	이수구분	인재상	학수번호	교과목명	학점	교수	교시	강의실(건물명)	인원	강의계획서	강의평가	비고  1  1  1  1  1  1  1  1  1  1  1  1
컴퓨터공학부 [405940]	1	교선	글로벌	KY991-A3	기초영어회화1	2	야니	화(09:30~10:45)목(11:00~12:15)	3412()	15/20	조회	조회	영문과수강금지(1학년허용) / 수강인원 5명 이상 개설
컴퓨터공학부 [405940]	1	교선	글로벌	KY991-A4	기초영어회화1	2	야니	화(11:00~12:15)목(09:30~10:45)	3412()	9/20	조회	조회	영문과수강금지(1학년허용) / 수강인원 5명 이상 개설
컴퓨터공학부 [405940]	1	교선	글로벌	KY991-B1	기초영어회화1	2	모리스	월(11:00~12:15)수(09:30~10:45)	3411()	18/20	조회	조회	영문과수강금지(1학년허용) / 수강인원 5명 이상 개설
컴퓨터공학부 [405940]	1234	교선	소통	KYC60-A	먼나라이웃나라	3	모리스	월(09:30~10:45)수(11:00~12:15)	3411()	24/30	조회	조회	
컴퓨터공학부 [405940]	1234	교선	글로벌	*KY037-A	한류문화의이해	3	PANG LI	금(16:00~17:15)금(17:30~18:45)	3308()	21/35	조회	조회	외국인학생 전용강의
컴퓨터공학부 [405940]	1234	교선	글로벌	*KY036-A	한국의음식문화	3	PANG LI	금(13:00~14:15)금(14:30~15:45)	3308()	31/35	조회	조회	외국인학생 전용강의
컴퓨터공학부 [405940]	1234	교선	글로벌	*KY021-A	사이버한국여행1	3	PANG LI	화(13:00~14:15)화(14:30~15:45)	3308()	35/35	조회	조회	외국인학생 전용강의
컴퓨터공학부 [405940]	1234	교선	글로벌	KYC67-A	미디어일본어	3	김계자	월(16:00~17:15)수(17:30~18:45)	3505()	36/36	조회	조회	구)중급일본어1
컴퓨터공학부 [405940]	1234	교선	소통	KYC63-E	책읽기와말하기	3	이은정	목(13:00~14:15)목(14:30~15:45)	20502()	29/30	조회	조회	
컴퓨터공학부 [405940]	1234	교선	소통	KYC63-D	책읽기와말하기	3	이은정	화(13:00~14:15)화(14:30~15:45)	20502()	30/30	조회	조회	
컴퓨터공학부 [405940]	1234	교선	소통	KYC63-C	책읽기와말하기	3	서경희	화(16:00~17:15)화(17:30~18:45)	3409()	30/30	조회	조회	
컴퓨터공학부 [405940]	1234	교선	소통	KYC63-B	책읽기와말하기	3	서경희	화(13:00~14:15)화(14:30~15:45)	3409()	29/30	조회	조회	
컴퓨터공학부 [405940]	1234	교선	소통	KYC63-A	책읽기와말하기	3	김민환	목(13:00~14:15)목(14:30~15:45)	3408()	29/30	조회	조회	
컴퓨터공학부 [405940]	1234	교선	글로벌	KYC61-A	어서와한국은처음이지	3	야니	월(11:00~12:15)수(09:30~10:45)	3412()	27/30	조회	조회	
컴퓨터공학부 [405940]	234	교선	창의융합	KY661-F	취창업스쿨1	3	김대숙	-	()	30/30	조회	조회	P/NP 2,3,4학년, 교내온라인
컴퓨터공학부 [405940]	234	교선	창의융합	KY661-E	취창업스쿨1	3	유동석	-	()	30/30	조회	조회	P/NP 2,3,4학년, 교내온라인, 취업성공비법 소개
컴퓨터공학부 [405940]	234	교선	창의융합	KY661-D	취창업스쿨1	3	김흥기	-	()	29/30	조회	조회	P/NP 2,3,4학년, 교내온라인
컴퓨터공학부 [405940]	234	교선	창의융합	KY661-B	취창업스쿨1	3	박선화	-	()	29/30	조회	조회	P/NP 2,3,4학년, 인간 심리와 커뮤니케이션, 교내온라인
컴퓨터공학부 [405940]	234	교선	창의융합	KYC01-A	좋은기업찾기프로젝트	3	김용희	-	()	90/90	조회	조회	교내온라인
컴퓨터공학부 [405940]	234	교선	창의융합	KY661-A	취창업스쿨1	3	홍창기	-	()	30/30	조회	조회	P/NP, 2,3,4학년, 비대면, 역량>경험>STAR화법
컴퓨터공학부 [405940]	234	교선	창의융합	KY661-H	취창업스쿨1	3	강석원	-	()	30/30	조회		P/NP 2,3,4학년, 교내온라인
컴퓨터공학부 [405940]	234	교선	창의융합	KY661-G	취창업스쿨1	3	김대숙	-	()	30/30	조회	조회	P/NP 2,3,4학년, 교내온라인
컴퓨터공학부 [405940]	234	교선	창의융합	KY661-I	취창업스쿨1	3	허태윤	-	()	30/30	조회	조회	P/NP 2,3,4학년, 플랫폼시대의 취창업 전략
컴퓨터공학부 [405940]	34	교선	창의융합	KY593-A	진로선택과취업준비	3	박가현,김용희	-	()	198/200	조회		3,4학년만 수강/온라인수업/P/NP교과목, 외부온라인 // 외부온라인
